UNIQUEID,QUANTITYORDERED,PRICEEACH,SALES,DEALSIZE
2978,38,$100.00 ,"$4,509.08 ",Medium
5825,28,$100.00 ,"$3,148.88 ",Medium
1466,21,$100.00 ,"$2,244.90 ",Small
1260,39,$62.05 ,"$2,419.95 ",Small
5446,31,$88.00 ,"$2,728.00 ",Small
1847,48,$100.00 ,"$4,891.68 ",Medium
3607,43,$100.00 ,"$8,448.64 ",Large
3633,21,$40.31 ,$846.51 ,Small
2826,35,$55.19 ,"$1,931.65 ",Small
3187,32,$100.00 ,"$7,181.44 ",Large
2810,30,$100.00 ,"$4,713.60 ",Medium
3202,27,$100.00 ,"$5,045.22 ",Medium
2091,50,$100.00 ,"$8,258.00 ",Large
4319,26,$56.07 ,"$1,457.82 ",Small
4914,37,$100.00 ,"$5,032.74 ",Medium
1855,20,$52.82 ,"$1,056.40 ",Small
3948,37,$100.00 ,"$3,983.05 ",Medium
2642,30,$68.54 ,"$2,056.20 ",Small
5898,33,$100.00 ,"$4,417.38 ",Medium
3082,23,$80.67 ,"$1,855.41 ",Small
4309,39,$89.53 ,"$3,491.67 ",Medium
1097,49,$100.00 ,"$6,804.63 ",Medium
2411,23,$97.00 ,"$2,231.00 ",Small
3584,49,$100.00 ,"$5,997.60 ",Medium
1896,49,$100.00 ,"$6,954.08 ",Medium
5037,49,$94.62 ,"$4,636.38 ",Medium
5372,45,$85.75 ,"$3,858.75 ",Medium
3559,32,$81.53 ,"$2,608.96 ",Small
5353,47,$70.81 ,"$3,328.07 ",Medium
5354,43,$70.35 ,"$3,025.05 ",Medium
2318,46,$80.51 ,"$3,703.46 ",Medium
5163,48,$56.64 ,"$2,718.72 ",Small
3973,31,$62.67 ,"$1,942.77 ",Small
3910,26,$100.00 ,"$2,659.54 ",Small
3096,37,$87.75 ,"$3,246.75 ",Medium
5182,36,$80.95 ,"$2,914.20 ",Small
1218,38,$100.00 ,"$4,187.22 ",Medium
4794,31,$95.34 ,"$2,955.54 ",Small
3407,43,$74.03 ,"$3,183.29 ",Medium
2267,31,$45.69 ,"$1,416.39 ",Small
5714,36,$63.34 ,"$2,280.24 ",Small
5997,37,$100.00 ,"$3,965.66 ",Medium
3599,47,$100.00 ,"$5,422.39 ",Medium
4212,49,$100.00 ,"$9,774.03 ",Large
4438,47,$100.00 ,"$4,724.91 ",Medium
3801,28,$60.57 ,"$1,695.96 ",Small
1524,32,$91.29 ,"$2,921.28 ",Small
4562,34,$100.00 ,"$3,608.76 ",Medium
5417,38,$69.31 ,"$2,633.78 ",Small
5035,23,$74.62 ,"$1,716.26 ",Small
5166,21,$100.00 ,"$2,475.27 ",Small
1357,20,$66.04 ,"$1,320.80 ",Small
2774,41,$46.26 ,"$1,896.66 ",Small
4146,25,$100.00 ,"$2,534.75 ",Small
4887,29,$100.00 ,"$3,199.86 ",Medium
5730,26,$67.20 ,"$1,747.20 ",Small
1250,43,$100.00 ,"$6,087.94 ",Medium
3699,38,$58.44 ,"$2,220.72 ",Small
1761,37,$80.34 ,"$2,972.58 ",Small
1652,43,$39.43 ,"$1,695.49 ",Small
4958,30,$100.00 ,"$3,336.90 ",Medium
3302,50,$77.29 ,"$3,864.50 ",Medium
3786,27,$100.00 ,"$4,517.91 ",Medium
4139,25,$99.82 ,"$2,495.50 ",Small
4584,37,$77.41 ,"$2,864.17 ",Small
3583,21,$100.00 ,"$2,684.43 ",Small
4831,32,$100.00 ,"$4,529.28 ",Medium
2561,47,$64.68 ,"$3,039.96 ",Medium
1673,43,$100.00 ,"$6,407.86 ",Medium
4531,37,$95.69 ,"$3,540.53 ",Medium
3765,27,$100.00 ,"$4,564.08 ",Medium
5485,35,$100.00 ,"$5,260.15 ",Medium
4087,42,$36.63 ,"$1,538.46 ",Small
5938,24,$50.21 ,"$1,205.04 ",Small
4180,40,$100.00 ,"$4,550.00 ",Medium
1370,46,$70.33 ,"$3,235.18 ",Medium
5382,38,$100.00 ,"$4,161.38 ",Medium
3064,24,$100.00 ,"$3,892.08 ",Medium
4838,24,$100.00 ,"$3,231.36 ",Medium
2186,46,$100.00 ,"$7,343.90 ",Large
1868,21,$60.26 ,"$1,265.46 ",Small
4451,36,$43.27 ,"$1,557.72 ",Small
2722,48,$92.09 ,"$4,420.32 ",Medium
4732,25,$100.00 ,"$2,953.75 ",Small
1927,31,$48.52 ,"$1,504.12 ",Small
4943,26,$100.00 ,"$3,712.80 ",Medium
3109,28,$50.85 ,"$1,423.80 ",Small
4950,46,$100.00 ,"$7,017.76 ",Large
5520,29,$100.00 ,"$5,579.02 ",Medium
4086,33,$100.00 ,"$3,666.96 ",Medium
2407,34,$100.00 ,"$3,566.94 ",Medium
2083,37,$57.73 ,"$2,136.01 ",Small
4986,42,$29.21 ,"$1,226.82 ",Small
3389,24,$48.38 ,"$1,161.12 ",Small
2300,47,$88.14 ,"$4,142.58 ",Medium
1265,33,$100.00 ,"$4,340.49 ",Medium
3658,40,$79.62 ,"$3,184.80 ",Medium
3393,27,$43.90 ,"$1,185.30 ",Small
1667,29,$100.00 ,"$6,463.23 ",Medium
2429,32,$100.00 ,"$3,360.00 ",Medium
2343,24,$100.00 ,"$2,504.40 ",Small
3073,45,$63.71 ,"$2,866.95 ",Small
1454,31,$100.00 ,"$3,181.53 ",Medium
2147,33,$100.00 ,"$3,406.59 ",Medium
1663,50,$100.00 ,"$6,426.50 ",Medium
4809,25,$100.00 ,"$3,451.00 ",Medium
2586,36,$100.00 ,"$4,521.96 ",Medium
2103,26,$100.00 ,"$3,765.32 ",Medium
3189,28,$59.55 ,"$1,667.40 ",Small
3805,22,$100.00 ,"$4,172.52 ",Medium
3346,41,$100.00 ,"$4,716.23 ",Medium
5018,39,$40.25 ,"$1,569.75 ",Small
3314,48,$100.00 ,"$5,704.32 ",Medium
2546,33,$32.88 ,"$1,085.04 ",Small
5069,25,$100.00 ,"$2,793.00 ",Small
1492,23,$54.11 ,"$1,244.53 ",Small
4168,30,$73.04 ,"$2,191.20 ",Small
2634,50,$100.00 ,"$5,614.00 ",Medium
4112,43,$100.00 ,"$7,016.31 ",Large
3223,49,$100.00 ,"$7,300.51 ",Large
5016,42,$100.00 ,"$7,238.28 ",Large
5040,36,$54.33 ,"$1,955.88 ",Small
1858,45,$100.00 ,"$4,737.15 ",Medium
4816,46,$60.90 ,"$2,801.40 ",Small
5260,34,$100.00 ,"$3,974.94 ",Medium
2437,43,$52.14 ,"$2,242.02 ",Small
1633,42,$100.00 ,"$8,378.58 ",Large
1120,49,$100.00 ,"$6,952.12 ",Medium
3341,22,$100.00 ,"$3,606.02 ",Medium
1006,48,$95.80 ,"$4,598.40 ",Medium
3059,23,$89.53 ,"$2,059.19 ",Small
4969,46,$100.00 ,"$5,652.94 ",Medium
1253,26,$88.34 ,"$2,296.84 ",Small
1734,48,$96.16 ,"$4,615.68 ",Medium
4673,35,$82.43 ,"$2,885.05 ",Small
5055,24,$49.69 ,"$1,192.56 ",Small
5557,40,$94.71 ,"$3,788.40 ",Medium
4196,36,$70.67 ,"$2,544.12 ",Small
3661,29,$82.40 ,"$2,389.60 ",Small
2084,24,$76.03 ,"$1,824.72 ",Small
5462,23,$96.29 ,"$2,214.67 ",Small
3022,33,$60.05 ,"$1,981.65 ",Small
3691,40,$81.14 ,"$3,245.60 ",Medium
4590,41,$100.00 ,"$4,177.49 ",Medium
2831,34,$77.73 ,"$2,642.82 ",Small
5158,41,$35.35 ,"$1,449.35 ",Small
1517,25,$100.00 ,"$2,580.25 ",Small
5719,38,$88.75 ,"$3,372.50 ",Medium
3433,25,$96.11 ,"$2,402.75 ",Small
4098,32,$92.00 ,"$2,944.00 ",Small
1222,34,$72.55 ,"$2,466.70 ",Small
1654,22,$100.00 ,"$2,852.08 ",Small
1698,23,$55.72 ,"$1,281.56 ",Small
3221,36,$87.60 ,"$3,153.60 ",Medium
3676,23,$100.00 ,"$2,333.12 ",Small
5230,39,$100.00 ,"$7,023.90 ",Large
2090,32,$100.00 ,"$4,193.28 ",Medium
4704,26,$52.22 ,"$1,357.72 ",Small
3103,20,$100.00 ,"$2,299.00 ",Small
1844,26,$79.65 ,"$2,070.90 ",Small
3604,26,$40.23 ,"$1,045.98 ",Small
3957,27,$100.00 ,"$3,113.64 ",Medium
5342,20,$68.34 ,"$1,366.80 ",Small
3965,28,$100.00 ,"$5,774.72 ",Medium
2898,29,$100.00 ,"$3,167.38 ",Medium
3237,20,$74.21 ,"$1,484.20 ",Small
1948,41,$73.17 ,"$2,999.97 ",Small
2726,49,$100.00 ,"$6,554.24 ",Medium
2077,44,$100.00 ,"$6,350.96 ",Medium
4859,47,$62.45 ,"$2,935.15 ",Small
3723,22,$93.77 ,"$2,062.94 ",Small
3984,21,$93.28 ,"$1,958.88 ",Small
5700,46,$73.92 ,"$3,400.32 ",Medium
4046,47,$100.00 ,"$7,083.37 ",Large
1465,20,$44.56 ,$891.20 ,Small
5317,29,$100.00 ,"$4,479.63 ",Medium
1024,41,$100.00 ,"$5,628.89 ",Medium
3089,21,$100.00 ,"$2,508.66 ",Small
2239,41,$100.00 ,"$7,597.30 ",Large
3050,37,$100.00 ,"$5,526.32 ",Medium
4852,33,$72.65 ,"$2,397.45 ",Small
4340,44,$100.00 ,"$6,853.44 ",Medium
4194,37,$100.00 ,"$5,959.22 ",Medium
2788,42,$90.19 ,"$3,787.98 ",Medium
3018,30,$66.99 ,"$2,009.70 ",Small
4591,22,$76.43 ,"$1,681.46 ",Small
5915,21,$40.25 ,$845.25 ,Small
2900,47,$94.50 ,"$4,441.50 ",Medium
2987,28,$98.65 ,"$2,762.20 ",Small
3528,26,$81.33 ,"$2,114.58 ",Small
2781,27,$86.73 ,"$2,341.71 ",Small
5264,46,$36.93 ,"$1,698.78 ",Small
2329,47,$100.00 ,"$6,154.18 ",Medium
3689,33,$29.54 ,$974.82 ,Small
3374,40,$100.00 ,"$4,684.80 ",Medium
5199,20,$58.22 ,"$1,164.40 ",Small
1980,43,$100.00 ,"$5,950.34 ",Medium
5371,30,$100.00 ,"$3,525.60 ",Medium
4759,24,$58.09 ,"$1,394.16 ",Small
5144,29,$100.00 ,"$3,340.51 ",Medium
2802,36,$84.33 ,"$3,035.88 ",Medium
1597,39,$45.25 ,"$1,764.75 ",Small
4635,40,$86.68 ,"$3,467.20 ",Medium
5362,34,$100.00 ,"$6,120.34 ",Medium
1377,28,$100.00 ,"$4,591.72 ",Medium
2336,38,$100.00 ,"$5,920.40 ",Medium
3411,29,$100.00 ,"$3,451.00 ",Medium
4749,21,$100.00 ,"$2,390.22 ",Small
1046,45,$59.87 ,"$2,694.15 ",Small
2283,37,$100.00 ,"$4,133.64 ",Medium
4690,44,$69.16 ,"$3,043.04 ",Medium
4275,44,$100.00 ,"$4,628.80 ",Medium
3503,44,$100.00 ,"$10,606.20 ",Large
2839,25,$100.00 ,"$4,381.25 ",Medium
2827,27,$100.00 ,"$4,157.73 ",Medium
5962,46,$100.00 ,"$5,069.66 ",Medium
5104,40,$100.00 ,"$6,549.20 ",Medium
2682,22,$98.18 ,"$2,159.96 ",Small
5912,30,$61.99 ,"$1,859.70 ",Small
4571,36,$100.00 ,"$7,132.68 ",Large
4893,48,$100.00 ,"$6,756.00 ",Medium
4556,44,$52.60 ,"$2,314.40 ",Small
1865,29,$100.00 ,"$3,520.60 ",Medium
5681,49,$36.07 ,"$1,767.43 ",Small
3095,46,$100.00 ,"$6,311.20 ",Medium
4926,35,$48.70 ,"$1,704.50 ",Small
1963,40,$49.71 ,"$1,988.40 ",Small
3741,22,$100.00 ,"$2,928.42 ",Small
4649,49,$63.85 ,"$3,128.65 ",Medium
1238,20,$100.00 ,"$2,910.40 ",Small
4276,21,$73.98 ,"$1,553.58 ",Small
5467,32,$100.00 ,"$3,802.56 ",Medium
3574,42,$100.00 ,"$5,082.42 ",Medium
5872,42,$75.48 ,"$3,170.16 ",Medium
1838,48,$100.00 ,"$6,960.48 ",Medium
5365,30,$100.00 ,"$3,053.70 ",Medium
3835,23,$76.31 ,"$1,755.13 ",Small
1058,36,$71.34 ,"$2,568.24 ",Small
2954,40,$100.00 ,"$4,157.20 ",Medium
4700,32,$75.89 ,"$2,428.48 ",Small
5943,30,$100.00 ,"$3,245.40 ",Medium
2485,35,$90.37 ,"$3,162.95 ",Medium
5616,23,$65.52 ,"$1,506.96 ",Small
1918,46,$100.00 ,"$5,600.50 ",Medium
2823,20,$67.82 ,"$1,356.40 ",Small
2467,25,$69.70 ,"$1,742.50 ",Small
1282,40,$95.95 ,"$3,838.00 ",Medium
5269,32,$57.61 ,"$1,843.52 ",Small
2392,45,$100.00 ,"$8,160.30 ",Large
1155,27,$98.84 ,"$2,668.68 ",Small
5224,31,$88.63 ,"$2,747.53 ",Small
2984,32,$87.60 ,"$2,803.20 ",Small
4406,40,$75.06 ,"$3,002.40 ",Medium
4979,37,$74.62 ,"$2,760.94 ",Small
2598,31,$100.00 ,"$3,282.28 ",Medium
3303,50,$61.22 ,"$3,061.00 ",Medium
2197,36,$51.93 ,"$1,869.48 ",Small
3593,31,$91.34 ,"$2,831.54 ",Small
1994,35,$100.00 ,"$3,909.15 ",Medium
4891,44,$100.00 ,"$6,055.72 ",Medium
3983,44,$67.20 ,"$2,956.80 ",Small
5769,38,$62.19 ,"$2,363.22 ",Small
5114,28,$100.00 ,"$3,188.64 ",Medium
3281,44,$100.00 ,"$5,756.52 ",Medium
3086,43,$100.00 ,"$7,078.23 ",Large
5132,46,$100.00 ,"$7,552.28 ",Large
5819,29,$61.18 ,"$1,774.22 ",Small
2223,26,$100.00 ,"$2,637.18 ",Small
5820,20,$76.39 ,"$1,527.80 ",Small
5335,41,$100.00 ,"$6,749.83 ",Medium
4867,31,$52.84 ,"$1,638.04 ",Small
2157,26,$100.00 ,"$3,559.40 ",Medium
4053,47,$65.80 ,"$3,092.60 ",Medium
1293,38,$87.31 ,"$3,317.78 ",Medium
2714,36,$48.28 ,"$1,738.08 ",Small
2042,25,$100.00 ,"$2,832.00 ",Small
3251,48,$72.41 ,"$3,475.68 ",Medium
2029,24,$100.00 ,"$3,922.56 ",Medium
2759,22,$100.00 ,"$2,402.84 ",Small
4324,25,$90.17 ,"$2,254.25 ",Small
4085,41,$100.00 ,"$4,910.57 ",Medium
5745,26,$100.00 ,"$3,054.48 ",Medium
4193,24,$100.00 ,"$3,374.88 ",Medium
3384,23,$83.93 ,"$1,930.39 ",Small
1570,33,$100.00 ,"$4,459.62 ",Medium
3769,37,$100.00 ,"$5,177.04 ",Medium
4539,40,$100.00 ,"$6,773.60 ",Medium
5899,31,$100.00 ,"$4,029.38 ",Medium
2921,40,$42.67 ,"$1,706.80 ",Small
4803,24,$52.66 ,"$1,263.84 ",Small
2124,39,$100.00 ,"$5,148.00 ",Medium
4300,24,$100.00 ,"$3,726.00 ",Medium
3049,37,$45.70 ,"$1,690.90 ",Small
4219,34,$95.55 ,"$3,248.70 ",Medium
5065,29,$51.75 ,"$1,500.75 ",Small
4388,50,$88.14 ,"$4,407.00 ",Medium
5170,49,$53.72 ,"$2,632.28 ",Small
3263,37,$84.82 ,"$3,138.34 ",Medium
1680,26,$89.29 ,"$2,321.54 ",Small
4057,46,$78.89 ,"$3,628.94 ",Medium
2699,32,$100.00 ,"$7,680.64 ",Large
3686,26,$100.00 ,"$4,033.38 ",Medium
4875,41,$100.00 ,"$6,668.24 ",Medium
2732,46,$100.00 ,"$6,541.20 ",Medium
5211,41,$100.00 ,"$5,453.00 ",Medium
4065,30,$100.00 ,"$5,697.90 ",Medium
2937,34,$99.41 ,"$3,379.94 ",Medium
5014,30,$49.22 ,"$1,476.60 ",Small
2250,27,$100.00 ,"$3,657.69 ",Medium
2600,41,$100.00 ,"$4,666.62 ",Medium
1074,21,$59.87 ,"$1,257.27 ",Small
3156,28,$46.82 ,"$1,310.96 ",Small
3787,47,$100.00 ,"$5,285.62 ",Medium
3418,31,$33.24 ,"$1,030.44 ",Small
4659,45,$86.68 ,"$3,900.60 ",Medium
3042,40,$43.83 ,"$1,753.20 ",Small
4469,20,$61.41 ,"$1,228.20 ",Small
3876,29,$100.00 ,"$3,054.57 ",Medium
2181,45,$80.92 ,"$3,641.40 ",Medium
5242,27,$100.00 ,"$3,378.24 ",Medium
2431,20,$89.53 ,"$1,790.60 ",Small
1991,36,$100.00 ,"$4,512.60 ",Medium
2599,22,$91.17 ,"$2,005.74 ",Small
2872,34,$62.00 ,"$2,108.00 ",Small
2949,44,$68.67 ,"$3,021.48 ",Medium
4647,25,$88.15 ,"$2,203.75 ",Small
3618,50,$81.43 ,"$4,071.50 ",Medium
1295,29,$50.78 ,"$1,472.62 ",Small
2516,49,$100.00 ,"$6,567.96 ",Medium
3940,32,$84.30 ,"$2,697.60 ",Small
3392,34,$100.00 ,"$4,103.46 ",Medium
3193,34,$97.38 ,"$3,310.92 ",Medium
2193,24,$67.14 ,"$1,611.36 ",Small
3855,46,$70.35 ,"$3,236.10 ",Medium
4892,49,$87.21 ,"$4,273.29 ",Medium
5348,48,$61.42 ,"$2,948.16 ",Small
1807,40,$79.11 ,"$3,164.40 ",Medium
2506,49,$37.97 ,"$1,860.53 ",Small
4345,40,$84.03 ,"$3,361.20 ",Medium
2161,44,$94.14 ,"$4,142.16 ",Medium
3920,33,$90.75 ,"$2,994.75 ",Small
4223,27,$76.00 ,"$2,052.00 ",Small
2465,35,$71.07 ,"$2,487.45 ",Small
3883,21,$57.11 ,"$1,199.31 ",Small
4685,34,$100.00 ,"$3,676.76 ",Medium
4753,40,$100.00 ,"$4,472.00 ",Medium
2829,41,$100.00 ,"$8,336.94 ",Large
3253,48,$100.00 ,"$6,434.40 ",Medium
1484,33,$86.17 ,"$2,843.61 ",Small
2116,34,$58.75 ,"$1,997.50 ",Small
3839,42,$100.00 ,"$4,307.52 ",Medium
5053,37,$62.46 ,"$2,311.02 ",Small
3777,24,$75.35 ,"$1,808.40 ",Small
1047,31,$79.91 ,"$2,477.21 ",Small
2930,47,$100.00 ,"$5,465.16 ",Medium
3561,48,$54.71 ,"$2,626.08 ",Small
5003,20,$100.00 ,"$2,410.60 ",Small
5595,37,$65.10 ,"$2,408.70 ",Small
5754,47,$83.27 ,"$3,913.69 ",Medium
1831,20,$32.59 ,$651.80 ,Small
3079,34,$97.97 ,"$3,330.98 ",Medium
2654,47,$89.50 ,"$4,206.50 ",Medium
1173,45,$86.84 ,"$3,907.80 ",Medium
2466,49,$100.00 ,"$8,427.02 ",Large
3558,44,$100.00 ,"$9,160.36 ",Large
1174,22,$100.00 ,"$2,454.54 ",Small
5298,35,$76.61 ,"$2,681.35 ",Small
4475,40,$100.00 ,"$4,468.40 ",Medium
2627,21,$100.00 ,"$2,526.51 ",Small
2185,36,$100.00 ,"$5,196.60 ",Medium
3212,33,$74.69 ,"$2,464.77 ",Small
4097,49,$100.00 ,"$6,203.40 ",Medium
2860,20,$100.00 ,"$2,824.80 ",Small
1353,29,$100.00 ,"$4,812.55 ",Medium
3925,33,$100.00 ,"$5,035.14 ",Medium
4404,28,$48.30 ,"$1,352.40 ",Small
2445,34,$40.40 ,"$1,373.60 ",Small
4200,47,$62.45 ,"$2,935.15 ",Small
2330,24,$100.00 ,"$2,932.08 ",Small
1587,36,$75.55 ,"$2,719.80 ",Small
2375,40,$80.10 ,"$3,204.00 ",Medium
4292,38,$87.24 ,"$3,315.12 ",Medium
1100,43,$100.00 ,"$4,645.72 ",Medium
4988,44,$96.74 ,"$4,256.56 ",Medium
1627,43,$100.00 ,"$5,110.98 ",Medium
3294,32,$63.08 ,"$2,018.56 ",Small
1385,48,$97.39 ,"$4,674.72 ",Medium
2426,21,$100.00 ,"$4,905.39 ",Medium
4629,32,$100.00 ,"$4,302.08 ",Medium
3696,28,$100.00 ,"$4,094.72 ",Medium
5736,43,$96.84 ,"$4,164.12 ",Medium
4387,31,$96.24 ,"$2,983.44 ",Small
4104,38,$100.00 ,"$4,775.08 ",Medium
2369,38,$100.00 ,"$5,383.08 ",Medium
3312,44,$58.36 ,"$2,567.84 ",Small
1908,32,$85.72 ,"$2,743.04 ",Small
1003,21,$63.35 ,"$1,330.35 ",Small
1414,46,$88.00 ,"$4,048.00 ",Medium
1958,35,$100.00 ,"$5,818.40 ",Medium
3224,27,$100.00 ,"$4,283.01 ",Medium
3752,39,$100.00 ,"$7,962.24 ",Large
4113,31,$97.17 ,"$3,012.27 ",Medium
4553,50,$100.00 ,"$9,169.00 ",Large
4419,50,$100.00 ,"$5,093.50 ",Medium
3235,25,$69.28 ,"$1,732.00 ",Small
3137,20,$100.00 ,"$3,928.60 ",Medium
3043,25,$100.00 ,"$3,734.00 ",Medium
1354,45,$64.74 ,"$2,913.30 ",Small
3296,43,$100.00 ,"$5,605.05 ",Medium
3069,38,$41.72 ,"$1,585.36 ",Small
2664,22,$100.00 ,"$3,070.54 ",Medium
3757,35,$47.62 ,"$1,666.70 ",Small
1543,45,$64.63 ,"$2,908.35 ",Small
5135,34,$98.39 ,"$3,345.26 ",Medium
5323,43,$56.82 ,"$2,443.26 ",Small
5906,30,$100.00 ,"$3,508.80 ",Medium
4099,41,$100.00 ,"$6,724.00 ",Medium
2231,34,$98.06 ,"$3,334.04 ",Medium
5281,40,$100.00 ,"$5,026.40 ",Medium
5303,47,$100.00 ,"$5,450.59 ",Medium
5505,50,$85.75 ,"$4,287.50 ",Medium
2359,33,$71.09 ,"$2,345.97 ",Small
4712,22,$100.00 ,"$2,784.76 ",Small
4109,40,$65.08 ,"$2,603.20 ",Small
1345,27,$100.00 ,"$2,796.12 ",Small
1438,24,$72.33 ,"$1,735.92 ",Small
1334,48,$83.02 ,"$3,984.96 ",Medium
4434,21,$65.34 ,"$1,372.14 ",Small
5327,21,$100.00 ,"$2,146.20 ",Small
4713,24,$90.52 ,"$2,172.48 ",Small
3541,42,$62.16 ,"$2,610.72 ",Small
1557,40,$86.15 ,"$3,446.00 ",Medium
2784,26,$100.00 ,"$2,969.46 ",Small
2725,32,$58.60 ,"$1,875.20 ",Small
4337,37,$45.86 ,"$1,696.82 ",Small
3219,45,$92.83 ,"$4,177.35 ",Medium
2793,22,$100.00 ,"$2,904.44 ",Small
3230,36,$100.00 ,"$6,901.92 ",Medium
2073,35,$90.39 ,"$3,163.65 ",Medium
2132,37,$63.60 ,"$2,353.20 ",Small
4273,21,$100.00 ,"$2,153.76 ",Small
1573,25,$95.20 ,"$2,380.00 ",Small
2264,30,$79.98 ,"$2,399.40 ",Small
2487,41,$81.89 ,"$3,357.49 ",Medium
2033,27,$62.31 ,"$1,682.37 ",Small
4348,23,$81.91 ,"$1,883.93 ",Small
3141,28,$63.97 ,"$1,791.16 ",Small
3543,38,$45.39 ,"$1,724.82 ",Small
1076,32,$89.51 ,"$2,864.32 ",Small
2227,39,$100.00 ,"$4,472.52 ",Medium
4436,48,$100.00 ,"$6,378.72 ",Medium
5168,43,$73.60 ,"$3,164.80 ",Medium
5907,31,$72.55 ,"$2,249.05 ",Small
2991,50,$100.00 ,"$9,631.00 ",Large
4314,43,$100.00 ,"$5,181.50 ",Medium
3102,47,$100.00 ,"$5,464.69 ",Medium
4412,38,$83.79 ,"$3,184.02 ",Medium
3931,38,$69.96 ,"$2,658.48 ",Small
4110,30,$100.00 ,"$3,924.60 ",Medium
3307,33,$50.36 ,"$1,661.88 ",Small
2705,48,$100.00 ,"$5,713.92 ",Medium
2192,46,$75.49 ,"$3,472.54 ",Medium
1483,20,$61.23 ,"$1,224.60 ",Small
4092,48,$75.18 ,"$3,608.64 ",Medium
2816,27,$36.61 ,$988.47 ,Small
3521,38,$100.00 ,"$4,304.64 ",Medium
5986,21,$70.78 ,"$1,486.38 ",Small
3996,28,$100.00 ,"$3,127.88 ",Medium
4018,34,$100.00 ,"$4,667.86 ",Medium
4881,23,$100.00 ,"$2,604.52 ",Small
3240,29,$90.86 ,"$2,634.94 ",Small
3638,29,$100.00 ,"$3,754.05 ",Medium
2765,39,$100.00 ,"$4,324.32 ",Medium
5989,42,$100.00 ,"$6,401.22 ",Medium
4572,31,$100.00 ,"$4,116.80 ",Medium
1590,35,$45.28 ,"$1,584.80 ",Small
3139,31,$38.89 ,"$1,205.59 ",Small
4229,25,$100.00 ,"$3,159.75 ",Medium
4115,26,$60.58 ,"$1,575.08 ",Small
3369,32,$74.96 ,"$2,398.72 ",Small
2750,49,$79.97 ,"$3,918.53 ",Medium
2372,48,$100.00 ,"$5,580.96 ",Medium
4824,33,$71.06 ,"$2,344.98 ",Small
5088,48,$100.00 ,"$6,168.00 ",Medium
1383,34,$100.00 ,"$8,014.82 ",Large
4361,24,$100.00 ,"$2,800.08 ",Small
1125,50,$100.00 ,"$5,239.50 ",Medium
3524,27,$57.68 ,"$1,557.36 ",Small
1658,26,$100.00 ,"$3,668.60 ",Medium
4111,25,$62.96 ,"$1,574.00 ",Small
3884,37,$100.00 ,"$4,750.80 ",Medium
3858,22,$100.00 ,"$4,455.00 ",Medium
4812,46,$100.00 ,"$5,126.24 ",Medium
4304,43,$68.71 ,"$2,954.53 ",Small
5844,29,$100.00 ,"$3,006.43 ",Medium
4060,34,$100.00 ,"$3,474.46 ",Medium
1693,35,$100.00 ,"$3,704.05 ",Medium
1580,20,$28.88 ,$577.60 ,Small
4251,45,$47.49 ,"$2,137.05 ",Small
4617,33,$41.85 ,"$1,381.05 ",Small
4688,21,$78.89 ,"$1,656.69 ",Small
4633,44,$100.00 ,"$7,020.64 ",Large
1413,25,$100.00 ,"$2,938.50 ",Small
5641,41,$100.00 ,"$5,247.18 ",Medium
4257,48,$100.00 ,"$5,773.44 ",Medium
2348,29,$57.73 ,"$1,674.17 ",Small
1331,25,$100.00 ,"$4,191.25 ",Medium
3852,25,$99.29 ,"$2,482.25 ",Small
2796,44,$59.87 ,"$2,634.28 ",Small
1247,25,$100.00 ,"$2,779.50 ",Small
3926,20,$40.66 ,$813.20 ,Small
2771,29,$82.83 ,"$2,402.07 ",Small
5389,31,$55.19 ,"$1,710.89 ",Small
3239,36,$77.57 ,"$2,792.52 ",Small
4237,27,$85.98 ,"$2,321.46 ",Small
3817,25,$100.00 ,"$2,992.00 ",Small
2568,41,$100.00 ,"$7,071.27 ",Large
5770,27,$100.00 ,"$4,364.82 ",Medium
2256,24,$100.00 ,"$3,778.80 ",Medium
2292,23,$100.00 ,"$3,238.63 ",Medium
1467,21,$98.06 ,"$2,059.26 ",Small
5827,43,$100.00 ,"$6,695.53 ",Medium
3941,36,$100.00 ,"$4,174.92 ",Medium
5477,46,$100.00 ,"$5,795.54 ",Medium
5884,31,$100.00 ,"$4,674.80 ",Medium
5870,34,$100.00 ,"$3,580.88 ",Medium
5146,29,$46.82 ,"$1,357.78 ",Small
4889,42,$100.00 ,"$5,316.36 ",Medium
3717,34,$92.94 ,"$3,159.96 ",Medium
4616,33,$72.96 ,"$2,407.68 ",Small
1780,39,$100.00 ,"$4,797.39 ",Medium
4216,36,$59.65 ,"$2,147.40 ",Small
1598,38,$100.00 ,"$4,310.72 ",Medium
4711,37,$66.78 ,"$2,470.86 ",Small
3048,45,$78.67 ,"$3,540.15 ",Medium
5405,43,$86.61 ,"$3,724.23 ",Medium
4730,20,$94.14 ,"$1,882.80 ",Small
1194,47,$65.77 ,"$3,091.19 ",Medium
3279,22,$88.15 ,"$1,939.30 ",Small
4923,38,$89.38 ,"$3,396.44 ",Medium
3409,43,$57.61 ,"$2,477.23 ",Small
1458,33,$51.32 ,"$1,693.56 ",Small
1291,45,$100.00 ,"$5,747.85 ",Medium
3115,31,$71.81 ,"$2,226.11 ",Small
3547,22,$100.00 ,"$2,310.88 ",Small
2803,30,$73.99 ,"$2,219.70 ",Small
3818,39,$71.67 ,"$2,795.13 ",Small
1768,21,$55.96 ,"$1,175.16 ",Small
